uniq_isos	iso_ensts	iso_ensgs	iso_ensgvs	iso_gnames	iso_descs	filtered	regulator
ADCYAP1	ADCYAP1	ENSG00000141433	ADCYAP1	ADCYAP1	gene	0	0
ADCYAP1R1	ADCYAP1R1	ENSG00000078549	ADCYAP1R1	ADCYAP1R1	gene	0	0
ADD1	ADD1	ENSG00000087274	ADD1	ADD1	gene	0	0
ADD2	ADD2	ENSG00000075340	ADD2	ADD2	gene	0	0
ADD3	ADD3	ENSG00000148700	ADD3	ADD3	gene	0	0
ADGB	ADGB	ENSG00000118492	ADGB	ADGB	gene	0	0
ADH1A	ADH1A	ENSG00000187758	ADH1A	ADH1A	gene	0	0
ADH1B	ADH1B	ENSG00000196616	ADH1B	ADH1B	gene	0	0
ADH4	ADH4	ENSG00000198099	ADH4	ADH4	gene	0	0
ADH5	ADH5	ENSG00000197894	ADH5	ADH5	gene	0	0
ADH6	ADH6	ENSG00000172955	ADH6	ADH6	gene	0	0
ADH7	ADH7	ENSG00000196344	ADH7	ADH7	gene	0	0
ADHFE1	ADHFE1	ENSG00000147576	ADHFE1	ADHFE1	gene	0	0
ADI1	ADI1	ENSG00000280830	ADI1	ADI1	gene	0	0
ADIG	ADIG	ENSG00000182035	ADIG	ADIG	gene	0	0
ADIPOQ	ADIPOQ	ENSG00000181092	ADIPOQ	ADIPOQ	gene	0	0
ADIPOR1	ADIPOR1	ENSG00000159346	ADIPOR1	ADIPOR1	gene	0	0
ADIPOR2	ADIPOR2	ENSG00000006831	ADIPOR2	ADIPOR2	gene	0	0
ADK	ADK	ENSG00000156110	ADK	ADK	gene	0	0
ADM	ADM	ENSG00000148926	ADM	ADM	gene	0	0
ADM2	ADM2	ENSG00000128165	ADM2	ADM2	gene	0	0
ADNP	ADNP	ENSG00000101126	ADNP	ADNP	gene	0	1
ADNP2	ADNP2	ENSG00000101544	ADNP2	ADNP2	gene	0	1
ADO	ADO	ENSG00000181915	ADO	ADO	gene	0	0
ADORA1	ADORA1	ENSG00000163485	ADORA1	ADORA1	gene	0	0
ADORA2A	ADORA2A	ENSG00000128271	ADORA2A	ADORA2A	gene	0	0
ADORA2B	ADORA2B	ENSG00000170425	ADORA2B	ADORA2B	gene	0	0
ADORA3	ADORA3	ENSG00000282608	ADORA3	ADORA3	gene	0	0
ADPGK	ADPGK	ENSG00000159322	ADPGK	ADPGK	gene	0	0
ADPRH	ADPRH	ENSG00000144843	ADPRH	ADPRH	gene	0	0
ADPRHL1	ADPRHL1	ENSG00000153531	ADPRHL1	ADPRHL1	gene	0	0
ADPRHL2	ADPRHL2	ENSG00000116863	ADPRHL2	ADPRHL2	gene	0	0
ADRA1A	ADRA1A	ENSG00000120907	ADRA1A	ADRA1A	gene	0	0
ADRA1B	ADRA1B	ENSG00000170214	ADRA1B	ADRA1B	gene	0	0
ADRA1D	ADRA1D	ENSG00000171873	ADRA1D	ADRA1D	gene	0	0
ADRA2A	ADRA2A	ENSG00000150594	ADRA2A	ADRA2A	gene	0	0
ADRA2B	ADRA2B	ENSG00000274286	ADRA2B	ADRA2B	gene	0	0
ADRA2C	ADRA2C	ENSG00000184160	ADRA2C	ADRA2C	gene	0	0
ADRB1	ADRB1	ENSG00000043591	ADRB1	ADRB1	gene	0	0
ADRB2	ADRB2	ENSG00000169252	ADRB2	ADRB2	gene	0	0
ADRB3	ADRB3	ENSG00000188778	ADRB3	ADRB3	gene	0	0
ADRBK1	ADRBK1	ENSG00000173020	ADRBK1	ADRBK1	gene	0	0
ADRBK2	ADRBK2	ENSG00000100077	ADRBK2	ADRBK2	gene	0	0
ADRM1	ADRM1	ENSG00000130706	ADRM1	ADRM1	gene	0	0
ADSL	ADSL	ENSG00000239900	ADSL	ADSL	gene	0	0
ADSS	ADSS	ENSG00000035687	ADSS	ADSS	gene	0	0
ADSSL1	ADSSL1	ENSG00000185100	ADSSL1	ADSSL1	gene	0	0
ADTRP	ADTRP	ENSG00000111863	ADTRP	ADTRP	gene	0	0
AEBP1	AEBP1	ENSG00000106624	AEBP1	AEBP1	gene	0	0
AEBP2	AEBP2	ENSG00000139154	AEBP2	AEBP2	gene	0	1
AEN	AEN	ENSG00000181026	AEN	AEN	gene	0	0
AES	AES	ENSG00000104964	AES	AES	gene	0	0
AFAP1	AFAP1	ENSG00000196526	AFAP1	AFAP1	gene	0	0
AFAP1-AS1	AFAP1-AS1	ENSG00000272620	AFAP1-AS1	AFAP1-AS1	gene	0	0
AFAP1L1	AFAP1L1	ENSG00000157510	AFAP1L1	AFAP1L1	gene	0	0
AFAP1L2	AFAP1L2	ENSG00000169129	AFAP1L2	AFAP1L2	gene	0	0
AFF1	AFF1	ENSG00000172493	AFF1	AFF1	gene	0	0
AFF2	AFF2	ENSG00000155966	AFF2	AFF2	gene	0	0
AFF3	AFF3	ENSG00000144218	AFF3	AFF3	gene	0	0
AFF4	AFF4	ENSG00000072364	AFF4	AFF4	gene	0	0
AFG3L2	AFG3L2	ENSG00000141385	AFG3L2	AFG3L2	gene	0	0
AFM	AFM	ENSG00000079557	AFM	AFM	gene	0	0
AFMID	AFMID	ENSG00000183077	AFMID	AFMID	gene	0	0
AFP	AFP	ENSG00000081051	AFP	AFP	gene	0	0
AFTPH	AFTPH	ENSG00000119844	AFTPH	AFTPH	gene	0	0
AGA	AGA	ENSG00000038002	AGA	AGA	gene	0	0
AGAP1	AGAP1	ENSG00000157985	AGAP1	AGAP1	gene	0	0
AGAP11	AGAP11	ENSG00000271880	AGAP11	AGAP11	gene	0	0
AGAP2	AGAP2	ENSG00000135439	AGAP2	AGAP2	gene	0	0
AGAP3	AGAP3	ENSG00000133612	AGAP3	AGAP3	gene	0	0
AGAP4	AGAP4	ENSG00000188234	AGAP4	AGAP4	gene	0	0
AGAP5	AGAP5	ENSG00000172650	AGAP5	AGAP5	gene	0	0
AGAP6	AGAP6	ENSG00000204149	AGAP6	AGAP6	gene	0	0
AGAP7	AGAP7	unmapped-none	AGAP7	AGAP7	gene	0	0
AGAP8	AGAP8	unmapped-none	AGAP8	AGAP8	gene	0	0
AGAP9	AGAP9	ENSG00000204172	AGAP9	AGAP9	gene	0	0
AGBL1	AGBL1	ENSG00000273540	AGBL1	AGBL1	gene	0	0
AGBL2	AGBL2	ENSG00000165923	AGBL2	AGBL2	gene	0	0
AGBL3	AGBL3	ENSG00000146856	AGBL3	AGBL3	gene	0	0
AGBL4	AGBL4	ENSG00000186094	AGBL4	AGBL4	gene	0	0
AGBL5	AGBL5	ENSG00000084693	AGBL5	AGBL5	gene	0	0
AGER	AGER	ENSG00000237405	AGER	AGER	gene	0	0
AGFG1	AGFG1	ENSG00000173744	AGFG1	AGFG1	gene	0	0
AGFG2	AGFG2	ENSG00000106351	AGFG2	AGFG2	gene	0	0
AGGF1	AGGF1	ENSG00000164252	AGGF1	AGGF1	gene	0	0
AGK	AGK	ENSG00000262327	AGK	AGK	gene	0	0
AGL	AGL	ENSG00000162688	AGL	AGL	gene	0	0
AGMAT	AGMAT	ENSG00000116771	AGMAT	AGMAT	gene	0	0
AGMO	AGMO	ENSG00000187546	AGMO	AGMO	gene	0	0
AGPAT1	AGPAT1	ENSG00000236873	AGPAT1	AGPAT1	gene	0	0
AGPAT2	AGPAT2	ENSG00000169692	AGPAT2	AGPAT2	gene	0	0
AGPAT3	AGPAT3	ENSG00000160216	AGPAT3	AGPAT3	gene	0	0
AGPAT4	AGPAT4	ENSG00000026652	AGPAT4	AGPAT4	gene	0	0
AGPAT4-IT1	AGPAT4-IT1	ENSG00000279355	AGPAT4-IT1	AGPAT4-IT1	gene	0	0
AGPAT5	AGPAT5	ENSG00000155189	AGPAT5	AGPAT5	gene	0	0
AGPAT6	AGPAT6	ENSG00000158669	AGPAT6	AGPAT6	gene	0	0
AGPAT9	AGPAT9	unmapped-none	AGPAT9	AGPAT9	gene	0	0
AGPHD1	AGPHD1	unmapped-none	AGPHD1	AGPHD1	gene	0	0
AGPS	AGPS	ENSG00000018510	AGPS	AGPS	gene	0	0
AGR2	AGR2	ENSG00000106541	AGR2	AGR2	gene	0	0
AGR3	AGR3	ENSG00000173467	AGR3	AGR3	gene	0	0
AGRN	AGRN	ENSG00000188157	AGRN	AGRN	gene	0	0
AGRP	AGRP	ENSG00000159723	AGRP	AGRP	gene	0	0
AGSK1	AGSK1	unmapped-none	AGSK1	AGSK1	gene	0	0
AGT	AGT	ENSG00000135744	AGT	AGT	gene	0	0
AGTPBP1	AGTPBP1	ENSG00000135049	AGTPBP1	AGTPBP1	gene	0	0
AGTR1	AGTR1	ENSG00000144891	AGTR1	AGTR1	gene	0	0
AGTR2	AGTR2	ENSG00000180772	AGTR2	AGTR2	gene	0	0
AGTRAP	AGTRAP	ENSG00000177674	AGTRAP	AGTRAP	gene	0	0
AGXT	AGXT	ENSG00000172482	AGXT	AGXT	gene	0	0
AGXT2	AGXT2	ENSG00000113492	AGXT2	AGXT2	gene	0	0
AGXT2L1	AGXT2L1	unmapped-none	AGXT2L1	AGXT2L1	gene	0	0
AGXT2L2	AGXT2L2	unmapped-none	AGXT2L2	AGXT2L2	gene	0	0
AHCTF1	AHCTF1	ENSG00000153207	AHCTF1	AHCTF1	gene	0	0
AHCY	AHCY	ENSG00000101444	AHCY	AHCY	gene	0	0
AHCYL1	AHCYL1	ENSG00000168710	AHCYL1	AHCYL1	gene	0	0
AHCYL2	AHCYL2	ENSG00000158467	AHCYL2	AHCYL2	gene	0	0
AHDC1	AHDC1	ENSG00000126705	AHDC1	AHDC1	gene	0	0
AHI1	AHI1	ENSG00000135541	AHI1	AHI1	gene	0	0
AHNAK	AHNAK	ENSG00000124942	AHNAK	AHNAK	gene	0	0
AHNAK2	AHNAK2	ENSG00000185567	AHNAK2	AHNAK2	gene	0	0
AHR	AHR	ENSG00000106546	AHR	AHR	gene	0	1
AHRR	AHRR	ENSG00000063438	AHRR	AHRR	gene	0	1
AHSA1	AHSA1	ENSG00000100591	AHSA1	AHSA1	gene	0	0
AHSA2	AHSA2	ENSG00000173209	AHSA2	AHSA2	gene	0	0
AHSG	AHSG	ENSG00000145192	AHSG	AHSG	gene	0	0
AHSP	AHSP	ENSG00000169877	AHSP	AHSP	gene	0	0
AICDA	AICDA	ENSG00000111732	AICDA	AICDA	gene	0	0
AIDA	AIDA	ENSG00000186063	AIDA	AIDA	gene	0	0
AIF1	AIF1	ENSG00000237727	AIF1	AIF1	gene	0	0
AIF1L	AIF1L	ENSG00000126878	AIF1L	AIF1L	gene	0	0
AIFM1	AIFM1	ENSG00000156709	AIFM1	AIFM1	gene	0	0
AIFM2	AIFM2	ENSG00000042286	AIFM2	AIFM2	gene	0	0
AIFM3	AIFM3	ENSG00000183773	AIFM3	AIFM3	gene	0	0
AIG1	AIG1	ENSG00000146416	AIG1	AIG1	gene	0	0
AIM1	AIM1	ENSG00000112297	AIM1	AIM1	gene	0	0
AIM1L	AIM1L	unmapped-none	AIM1L	AIM1L	gene	0	0
AIM2	AIM2	ENSG00000163568	AIM2	AIM2	gene	0	0
AIMP1	AIMP1	ENSG00000164022	AIMP1	AIMP1	gene	0	0
AIMP2	AIMP2	ENSG00000106305	AIMP2	AIMP2	gene	0	0
AIP	AIP	ENSG00000110711	AIP	AIP	gene	0	0
AIPL1	AIPL1	ENSG00000129221	AIPL1	AIPL1	gene	0	0
AIRE	AIRE	ENSG00000160224	AIRE	AIRE	gene	0	1
AJAP1	AJAP1	ENSG00000196581	AJAP1	AJAP1	gene	0	0
AJUBA	AJUBA	ENSG00000129474	AJUBA	AJUBA	gene	0	0
AK1	AK1	ENSG00000106992	AK1	AK1	gene	0	0
AK2	AK2	ENSG00000004455	AK2	AK2	gene	0	0
AK3	AK3	ENSG00000147853	AK3	AK3	gene	0	0
AK4	AK4	ENSG00000162433	AK4	AK4	gene	0	0
AK5	AK5	ENSG00000154027	AK5	AK5	gene	0	0
AK7	AK7	ENSG00000140057	AK7	AK7	gene	0	0
AK8	AK8	ENSG00000165695	AK8	AK8	gene	0	0
AKAP1	AKAP1	ENSG00000121057	AKAP1	AKAP1	gene	0	0
AKAP10	AKAP10	ENSG00000108599	AKAP10	AKAP10	gene	0	0
AKAP11	AKAP11	ENSG00000023516	AKAP11	AKAP11	gene	0	0
AKAP12	AKAP12	ENSG00000131016	AKAP12	AKAP12	gene	0	0
AKAP13	AKAP13	ENSG00000170776	AKAP13	AKAP13	gene	0	0
AKAP14	AKAP14	ENSG00000186471	AKAP14	AKAP14	gene	0	0
AKAP17A	AKAP17A	ENSG00000197976	AKAP17A	AKAP17A	gene	0	0
AKAP2	AKAP2	ENSG00000241978	AKAP2	AKAP2	gene	0	0
AKAP3	AKAP3	ENSG00000111254	AKAP3	AKAP3	gene	0	0
AKAP4	AKAP4	ENSG00000147081	AKAP4	AKAP4	gene	0	0
AKAP5	AKAP5	ENSG00000179841	AKAP5	AKAP5	gene	0	0
AKAP6	AKAP6	ENSG00000151320	AKAP6	AKAP6	gene	0	0
AKAP7	AKAP7	ENSG00000118507	AKAP7	AKAP7	gene	0	0
AKAP8	AKAP8	ENSG00000105127	AKAP8	AKAP8	gene	0	0
AKAP8L	AKAP8L	ENSG00000011243	AKAP8L	AKAP8L	gene	0	0
AKAP9	AKAP9	ENSG00000127914	AKAP9	AKAP9	gene	0	0
AKD1	AKD1	unmapped-none	AKD1	AKD1	gene	0	0
AKIP1	AKIP1	ENSG00000166452	AKIP1	AKIP1	gene	0	0
AKIRIN1	AKIRIN1	ENSG00000174574	AKIRIN1	AKIRIN1	gene	0	0
AKIRIN2	AKIRIN2	ENSG00000135334	AKIRIN2	AKIRIN2	gene	0	0
AKIRIN2-AS1	AKIRIN2-AS1	unmapped-none	AKIRIN2-AS1	AKIRIN2-AS1	gene	0	0
AKNA	AKNA	ENSG00000106948	AKNA	AKNA	gene	0	0
AKNAD1	AKNAD1	ENSG00000162641	AKNAD1	AKNAD1	gene	0	0
AKR1A1	AKR1A1	ENSG00000117448	AKR1A1	AKR1A1	gene	0	0
AKR1B1	AKR1B1	ENSG00000085662	AKR1B1	AKR1B1	gene	0	0
AKR1B10	AKR1B10	ENSG00000198074	AKR1B10	AKR1B10	gene	0	0
AKR1B15	AKR1B15	ENSG00000227471	AKR1B15	AKR1B15	gene	0	0
AKR1C1	AKR1C1	ENSG00000187134	AKR1C1	AKR1C1	gene	0	0
AKR1C2	AKR1C2	ENSG00000151632	AKR1C2	AKR1C2	gene	0	0
AKR1C3	AKR1C3	ENSG00000196139	AKR1C3	AKR1C3	gene	0	0
AKR1C4	AKR1C4	ENSG00000198610	AKR1C4	AKR1C4	gene	0	0
AKR1D1	AKR1D1	ENSG00000122787	AKR1D1	AKR1D1	gene	0	0
AKR1E2	AKR1E2	ENSG00000165568	AKR1E2	AKR1E2	gene	0	0
AKR7A2	AKR7A2	ENSG00000053371	AKR7A2	AKR7A2	gene	0	0
AKR7A3	AKR7A3	ENSG00000162482	AKR7A3	AKR7A3	gene	0	0
AKT1	AKT1	ENSG00000142208	AKT1	AKT1	gene	0	0
AKT1S1	AKT1S1	ENSG00000204673	AKT1S1	AKT1S1	gene	0	0
AKT2	AKT2	ENSG00000105221	AKT2	AKT2	gene	0	0
AKT3	AKT3	ENSG00000275199	AKT3	AKT3	gene	0	0
AKTIP	AKTIP	ENSG00000166971	AKTIP	AKTIP	gene	0	0
ALAD	ALAD	ENSG00000148218	ALAD	ALAD	gene	0	0
ALAS1	ALAS1	ENSG00000023330	ALAS1	ALAS1	gene	0	0
ALAS2	ALAS2	ENSG00000158578	ALAS2	ALAS2	gene	0	0
ALB	ALB	ENSG00000163631	ALB	ALB	gene	0	0
ALCAM	ALCAM	ENSG00000170017	ALCAM	ALCAM	gene	0	0
ALDH16A1	ALDH16A1	ENSG00000161618	ALDH16A1	ALDH16A1	gene	0	0
ALDH18A1	ALDH18A1	ENSG00000059573	ALDH18A1	ALDH18A1	gene	0	0
ALDH1A1	ALDH1A1	ENSG00000165092	ALDH1A1	ALDH1A1	gene	0	0
ALDH1A2	ALDH1A2	ENSG00000128918	ALDH1A2	ALDH1A2	gene	0	0
ALDH1A3	ALDH1A3	ENSG00000184254	ALDH1A3	ALDH1A3	gene	0	0
ALDH1B1	ALDH1B1	ENSG00000137124	ALDH1B1	ALDH1B1	gene	0	0
ALDH1L1	ALDH1L1	ENSG00000144908	ALDH1L1	ALDH1L1	gene	0	0
ALDH1L2	ALDH1L2	ENSG00000136010	ALDH1L2	ALDH1L2	gene	0	0
ALDH2	ALDH2	ENSG00000111275	ALDH2	ALDH2	gene	0	0
ALDH3A1	ALDH3A1	ENSG00000108602	ALDH3A1	ALDH3A1	gene	0	0
ALDH3A2	ALDH3A2	ENSG00000072210	ALDH3A2	ALDH3A2	gene	0	0
ALDH3B1	ALDH3B1	ENSG00000006534	ALDH3B1	ALDH3B1	gene	0	0
ALDH3B2	ALDH3B2	ENSG00000132746	ALDH3B2	ALDH3B2	gene	0	0
ALDH4A1	ALDH4A1	ENSG00000159423	ALDH4A1	ALDH4A1	gene	0	0
ALDH5A1	ALDH5A1	ENSG00000112294	ALDH5A1	ALDH5A1	gene	0	0
ALDH6A1	ALDH6A1	ENSG00000119711	ALDH6A1	ALDH6A1	gene	0	0
ALDH7A1	ALDH7A1	ENSG00000164904	ALDH7A1	ALDH7A1	gene	0	0
ALDH8A1	ALDH8A1	ENSG00000118514	ALDH8A1	ALDH8A1	gene	0	0
ALDH9A1	ALDH9A1	ENSG00000143149	ALDH9A1	ALDH9A1	gene	0	0
ALDOA	ALDOA	ENSG00000149925	ALDOA	ALDOA	gene	0	0
ALDOB	ALDOB	ENSG00000136872	ALDOB	ALDOB	gene	0	0
ALDOC	ALDOC	ENSG00000109107	ALDOC	ALDOC	gene	0	0
ALG1	ALG1	ENSG00000033011	ALG1	ALG1	gene	0	0
ALG10	ALG10	ENSG00000139133	ALG10	ALG10	gene	0	0
ALG10B	ALG10B	ENSG00000175548	ALG10B	ALG10B	gene	0	0
ALG11	ALG11	ENSG00000253710	ALG11	ALG11	gene	0	0
ALG12	ALG12	ENSG00000182858	ALG12	ALG12	gene	0	0
ALG13	ALG13	ENSG00000101901	ALG13	ALG13	gene	0	0
ALG14	ALG14	ENSG00000172339	ALG14	ALG14	gene	0	0
ALG1L	ALG1L	ENSG00000189366	ALG1L	ALG1L	gene	0	0
ALG2	ALG2	ENSG00000119523	ALG2	ALG2	gene	0	0
ALG3	ALG3	ENSG00000214160	ALG3	ALG3	gene	0	0
ALG5	ALG5	ENSG00000120697	ALG5	ALG5	gene	0	0
ALG6	ALG6	ENSG00000088035	ALG6	ALG6	gene	0	0
ALG8	ALG8	ENSG00000159063	ALG8	ALG8	gene	0	0
ALG9	ALG9	ENSG00000086848	ALG9	ALG9	gene	0	0
ALK	ALK	ENSG00000171094	ALK	ALK	gene	0	0
ALKBH1	ALKBH1	ENSG00000100601	ALKBH1	ALKBH1	gene	0	0
ALKBH2	ALKBH2	ENSG00000189046	ALKBH2	ALKBH2	gene	0	0
ALKBH3	ALKBH3	ENSG00000166199	ALKBH3	ALKBH3	gene	0	0
ALKBH4	ALKBH4	ENSG00000160993	ALKBH4	ALKBH4	gene	0	0
ALKBH5	ALKBH5	ENSG00000091542	ALKBH5	ALKBH5	gene	0	0
ALKBH6	ALKBH6	ENSG00000239382	ALKBH6	ALKBH6	gene	0	0
ALKBH7	ALKBH7	ENSG00000125652	ALKBH7	ALKBH7	gene	0	0
ALKBH8	ALKBH8	ENSG00000137760	ALKBH8	ALKBH8	gene	0	0
ALLC	ALLC	ENSG00000151360	ALLC	ALLC	gene	0	0
ALMS1	ALMS1	ENSG00000116127	ALMS1	ALMS1	gene	0	0
ALOX12	ALOX12	ENSG00000108839	ALOX12	ALOX12	gene	0	0
ALOX12B	ALOX12B	ENSG00000179477	ALOX12B	ALOX12B	gene	0	0
ALOX15	ALOX15	ENSG00000161905	ALOX15	ALOX15	gene	0	0
ALOX15B	ALOX15B	ENSG00000179593	ALOX15B	ALOX15B	gene	0	0
ALOX15P1	ALOX15P1	unmapped-none	ALOX15P1	ALOX15P1	gene	0	0
ALOX5	ALOX5	ENSG00000275565	ALOX5	ALOX5	gene	0	0
ALOX5AP	ALOX5AP	ENSG00000132965	ALOX5AP	ALOX5AP	gene	0	0
ALOXE3	ALOXE3	ENSG00000179148	ALOXE3	ALOXE3	gene	0	0
ALPI	ALPI	ENSG00000163295	ALPI	ALPI	gene	0	0
ALPK1	ALPK1	ENSG00000073331	ALPK1	ALPK1	gene	0	0
ALPK2	ALPK2	ENSG00000198796	ALPK2	ALPK2	gene	0	0
ALPK3	ALPK3	ENSG00000136383	ALPK3	ALPK3	gene	0	0
ALPL	ALPL	ENSG00000162551	ALPL	ALPL	gene	0	0
ALPP	ALPP	ENSG00000163283	ALPP	ALPP	gene	0	0
ALPPL2	ALPPL2	ENSG00000163286	ALPPL2	ALPPL2	gene	0	0
ALS2	ALS2	ENSG00000003393	ALS2	ALS2	gene	0	0
ALS2CL	ALS2CL	ENSG00000178038	ALS2CL	ALS2CL	gene	0	0
ALS2CR11	ALS2CR11	ENSG00000155754	ALS2CR11	ALS2CR11	gene	0	0
ALS2CR12	ALS2CR12	ENSG00000155749	ALS2CR12	ALS2CR12	gene	0	0
ALS2CR8	ALS2CR8	ENSG00000138380	ALS2CR8	ALS2CR8	gene	0	0
ALX1	ALX1	ENSG00000180318	ALX1	ALX1	gene	0	1
ALX3	ALX3	ENSG00000156150	ALX3	ALX3	gene	0	1
ALX4	ALX4	ENSG00000052850	ALX4	ALX4	gene	0	1
ALYREF	ALYREF	ENSG00000183684	ALYREF	ALYREF	gene	0	0
AMACR	AMACR	ENSG00000242110	AMACR	AMACR	gene	0	0
AMBN	AMBN	ENSG00000178522	AMBN	AMBN	gene	0	0
AMBP	AMBP	ENSG00000106927	AMBP	AMBP	gene	0	0
AMBRA1	AMBRA1	ENSG00000110497	AMBRA1	AMBRA1	gene	0	0
AMD1	AMD1	ENSG00000123505	AMD1	AMD1	gene	0	0
AMDHD1	AMDHD1	ENSG00000139344	AMDHD1	AMDHD1	gene	0	0
AMDHD2	AMDHD2	ENSG00000162066	AMDHD2	AMDHD2	gene	0	0
AMELX	AMELX	ENSG00000125363	AMELX	AMELX	gene	0	0
AMELY	AMELY	ENSG00000099721	AMELY	AMELY	gene	0	0
AMFR	AMFR	ENSG00000159461	AMFR	AMFR	gene	0	0
AMH	AMH	ENSG00000104899	AMH	AMH	gene	0	0
AMHR2	AMHR2	ENSG00000135409	AMHR2	AMHR2	gene	0	0
AMICA1	AMICA1	unmapped-none	AMICA1	AMICA1	gene	0	0
AMIGO1	AMIGO1	ENSG00000181754	AMIGO1	AMIGO1	gene	0	0
AMIGO2	AMIGO2	ENSG00000139211	AMIGO2	AMIGO2	gene	0	0
AMIGO3	AMIGO3	ENSG00000176020	AMIGO3	AMIGO3	gene	0	0
AMMECR1	AMMECR1	ENSG00000101935	AMMECR1	AMMECR1	gene	0	0
AMMECR1L	AMMECR1L	ENSG00000144233	AMMECR1L	AMMECR1L	gene	0	0
AMN	AMN	ENSG00000166126	AMN	AMN	gene	0	0
AMN1	AMN1	ENSG00000151743	AMN1	AMN1	gene	0	0
AMOT	AMOT	ENSG00000126016	AMOT	AMOT	gene	0	0
AMOTL1	AMOTL1	ENSG00000166025	AMOTL1	AMOTL1	gene	0	0
AMOTL2	AMOTL2	ENSG00000114019	AMOTL2	AMOTL2	gene	0	0
AMPD1	AMPD1	ENSG00000116748	AMPD1	AMPD1	gene	0	0
AMPD2	AMPD2	ENSG00000116337	AMPD2	AMPD2	gene	0	0
AMPD3	AMPD3	ENSG00000133805	AMPD3	AMPD3	gene	0	0
AMPH	AMPH	ENSG00000078053	AMPH	AMPH	gene	0	0
AMT	AMT	ENSG00000145020	AMT	AMT	gene	0	0
AMTN	AMTN	ENSG00000187689	AMTN	AMTN	gene	0	0
AMY1A	AMY1A	ENSG00000237763	AMY1A	AMY1A	gene	0	0
AMY1B	AMY1B	ENSG00000174876	AMY1B	AMY1B	gene	0	0
AMY1C	AMY1C	ENSG00000187733	AMY1C	AMY1C	gene	0	0
AMY2A	AMY2A	ENSG00000243480	AMY2A	AMY2A	gene	0	0
AMY2B	AMY2B	ENSG00000240038	AMY2B	AMY2B	gene	0	0
AMZ1	AMZ1	ENSG00000174945	AMZ1	AMZ1	gene	0	0
AMZ2	AMZ2	ENSG00000196704	AMZ2	AMZ2	gene	0	0
ANAPC1	ANAPC1	ENSG00000153107	ANAPC1	ANAPC1	gene	0	0
ANAPC10	ANAPC10	ENSG00000164162	ANAPC10	ANAPC10	gene	0	0
ANAPC11	ANAPC11	ENSG00000141552	ANAPC11	ANAPC11	gene	0	0
ANAPC13	ANAPC13	ENSG00000129055	ANAPC13	ANAPC13	gene	0	0
ANAPC16	ANAPC16	ENSG00000166295	ANAPC16	ANAPC16	gene	0	0
ANAPC2	ANAPC2	ENSG00000176248	ANAPC2	ANAPC2	gene	0	0
ANAPC4	ANAPC4	ENSG00000053900	ANAPC4	ANAPC4	gene	0	0
ANAPC5	ANAPC5	ENSG00000089053	ANAPC5	ANAPC5	gene	0	0
ANAPC7	ANAPC7	ENSG00000196510	ANAPC7	ANAPC7	gene	0	0
ANG	ANG	ENSG00000214274	ANG	ANG	gene	0	0
ANGEL1	ANGEL1	ENSG00000013523	ANGEL1	ANGEL1	gene	0	0
ANGEL2	ANGEL2	ENSG00000174606	ANGEL2	ANGEL2	gene	0	0
ANGPT1	ANGPT1	ENSG00000154188	ANGPT1	ANGPT1	gene	0	0
ANGPT2	ANGPT2	ENSG00000091879	ANGPT2	ANGPT2	gene	0	0
ANGPT4	ANGPT4	ENSG00000101280	ANGPT4	ANGPT4	gene	0	0
ANGPTL1	ANGPTL1	ENSG00000116194	ANGPTL1	ANGPTL1	gene	0	0
ANGPTL2	ANGPTL2	ENSG00000136859	ANGPTL2	ANGPTL2	gene	0	0
ANGPTL3	ANGPTL3	ENSG00000132855	ANGPTL3	ANGPTL3	gene	0	0
ANGPTL4	ANGPTL4	ENSG00000167772	ANGPTL4	ANGPTL4	gene	0	0
ANGPTL5	ANGPTL5	ENSG00000187151	ANGPTL5	ANGPTL5	gene	0	0
ANGPTL6	ANGPTL6	ENSG00000130812	ANGPTL6	ANGPTL6	gene	0	0
ANGPTL7	ANGPTL7	ENSG00000171819	ANGPTL7	ANGPTL7	gene	0	0
ANK1	ANK1	ENSG00000029534	ANK1	ANK1	gene	0	0
ANK2	ANK2	ENSG00000145362	ANK2	ANK2	gene	0	0
ANK3	ANK3	ENSG00000151150	ANK3	ANK3	gene	0	0
ANKAR	ANKAR	ENSG00000151687	ANKAR	ANKAR	gene	0	0
ANKDD1A	ANKDD1A	ENSG00000166839	ANKDD1A	ANKDD1A	gene	0	0
ANKFN1	ANKFN1	ENSG00000153930	ANKFN1	ANKFN1	gene	0	0
ANKFY1	ANKFY1	ENSG00000185722	ANKFY1	ANKFY1	gene	0	0
ANKH	ANKH	ENSG00000154122	ANKH	ANKH	gene	0	0
ANKHD1	ANKHD1	ENSG00000131503	ANKHD1	ANKHD1	gene	0	0
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	ENSG00000254996	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	gene	0	0
ANKIB1	ANKIB1	ENSG00000001629	ANKIB1	ANKIB1	gene	0	0
ANKK1	ANKK1	ENSG00000170209	ANKK1	ANKK1	gene	0	0
ANKLE1	ANKLE1	ENSG00000160117	ANKLE1	ANKLE1	gene	0	0
ANKLE2	ANKLE2	ENSG00000176915	ANKLE2	ANKLE2	gene	0	0
ANKMY1	ANKMY1	ENSG00000144504	ANKMY1	ANKMY1	gene	0	0
ANKMY2	ANKMY2	ENSG00000106524	ANKMY2	ANKMY2	gene	0	0
