EX102193_RNA_L8_V1N	EX140477_RNA_L2_V1N	EX150743_RNA_L8_V1N	EX157833_RNA_L8_V1N	EX161328_RNA_L6_V1N	EX169285_RNA_L3_V1N	EX170637_RNA_L2_V1N	EX171518_RNA_L4_V1N	EX172638_RNA_L2_V1N	EX173983_RNA_L2_V1N	EX175931_RNA_L1_V1N	EX176166_RNA_L1_V1N	EX176721_RNA_L7_V1N	EX176795_RNA_L1_V1N	EX177230_RNA_L5_V1N	EX177867_RNA_L8_V1N	EX178108_RNA_L8_V1N	EX178643_RNA_L6_V1N	EX178682_RNA_L4_V1N	EX178815_RNA_L5_V1N	EX178996_RNA_L7_V1N	EX180745_RNA_L2_V1N	EX180995_RNA_L3_V1N	EX181583_RNA_L6_V1N	EX182339_RNA_L4_V1N	EX182678_RNA_L2_V1N	EX185376_RNA_L3_V1N	EX185863_RNA_L6_V1N	EX187488_RNA_L6_V1N	EX142848_RNA_L4_V1N	EX149585_RNA_L7_V1N	EX170045_RNA_L1_V1N	EX171517_RNA_L2_V1N	EX171721_RNA_L3_V1N	EX172587_RNA_L8_V1N	EX172588_RNA_L2_V1N	EX177582_RNA_L6_V1N	EX180922_RNA_L8_V1N	EX183838_RNA_L3_V1N	EX184151_RNA_L1_V1N	EX185255_RNA_L3_V1N	EX186006_RNA_L8_V1N	EX186192_RNA_L7_V1N	EX186931_RNA_L7_V1N	EX187890_RNA_L6_V1N	EX189608_RNA_L7_V1N
CREBL2	4.06559529406643	4.00849572677221	4.01854432690244	4.09330064297855	4.03645975938285	4.10965063289288	4.0321528570294	4.06740564240102	4.05504494184226	4.07058332529925	4.03025951920635	4.06970986404741	4.01938268738568	4.08682395438622	4.09338447018729	4.05258141252187	4.05071980861271	4.10079798258403	4.15270159251627	4.14283144500918	4.04972953746635	4.11128855570864	3.9752051954361	4.03171082398666	4.08052055782779	4.03794514481671	4.05778822086773	4.10782757752235	4.08159563853247	4.0751945850603	4.02903254708529	4.0300097468464	4.04587504599098	4.11912256280564	4.09466463797594	3.97271136637272	4.09861236460746	3.98324853862401	3.98361729202367	4.00761901710064	4.08790320846334	4.04905955319691	4.07985668039901	4.08718097135938	4.15064432592937	4.09192339638387
CUX1	4.00989289635971	4.07217413208705	4.02767876762819	3.98752146782397	4.08606940856977	4.07016660229583	3.99966775217776	4.01919123294647	4.03400558907947	4.00696975194281	4.16282379633247	3.97758412503287	4.09783925306072	4.03724115291891	4.05045404157794	4.08698109307001	4.09736227799632	4.03495517979963	4.03970911506551	4.03180393313808	4.00407231029873	4.07577642081035	4.0964553730973	3.9975900984077	4.00603231713198	4.04734535623576	3.9501475401696	4.06238408477294	3.93999455977057	4.015977355287	4.06926100127567	4.0713007595621	3.98039590037291	4.03299589186646	4.03277798977921	4.02374846777904	3.93102006900313	4.11898353009486	4.04031379952284	4.02240233333361	4.04830106997877	3.98556892472455	4.02124822530888	4.02991300093928	4.07469445282469	4.02124822530888
E2F6	3.93396550766787	3.8992686483388	3.91820231002007	3.86118934147544	3.93571537354733	3.89756359915349	3.88824129597455	3.90115919049437	3.95633555027428	3.8712065133402	3.91969500259659	3.88500594945421	3.90148108341142	3.9049819800191	3.81748339526099	3.93650399048013	3.91870175217434	3.95645579685956	3.87449646213814	3.90310614230331	3.89746211232975	3.86763517023636	3.95928913771142	3.94658352875414	3.85970460961493	3.91995604702844	3.91949914763089	3.91816743334323	3.8843750726443	3.89490266178849	3.90404866671909	3.84946324301677	4.04496498924624	3.93952450665759	3.88489668606573	3.92005589788387	3.93163634002281	3.89061900730152	3.92169664912312	3.91583928007827	3.8927477444569	3.82154766679391	3.91777255646818	3.97630247993201	3.86127017383608	3.91830208098337
FOXD3	3.38775986367345	3.6012662030984	3.08434053604101	2.58994443776443	2.78782574215216	3.2532428305352	2.1651385439004	3.40740781358454	3.34196479299806	3.2722364484295	2.02569510509405	3.32418233896253	3.62766985579705	2.62334172265994	2.34169616898918	2.64348946802902	2.24107222234982	3.31954475906582	2.60694910069556	2.61146241948277	2.9421201996412	3.29140677762667	3.60802154074607	3.53563785764934	3.50083426507007	3.66276835167055	2.95130430741369	2.7664204438547	3.01231119507303	2.1208319998807	2.47175491801089	3.19293602991246	3.4466407435663	3.55785472280226	3.50990075518101	3.23581474898663	3.36974321808483	2.56864486115918	3.20917015286036	2.71376802278209	2.04013153848135	3.37111739130401	3.42299915278046	3.04300471490874	3.14788985501946	2.21889810099383
LYL1	3.77461082396752	3.95840560948064	3.96166390439405	4.09130081785285	3.92114108598288	3.91800361638826	3.94089031703779	3.98605861423207	4.31788510039987	4.12895695954722	3.83788552284602	3.96212026141345	3.96388682406071	3.83151437376584	4.04763292249879	3.85382477267757	4.04286047737859	4.01438369513118	3.96424111892182	4.11141967878361	4.1242580825158	3.83007435622012	3.76156877380755	3.7988526235183	4.00779951820636	3.83048250326224	4.03240940960208	3.93343561934646	4.09370190342507	4.06410441461495	3.95654637754326	3.79554746203924	4.12324368440048	3.76043633604287	3.93777827271215	3.87178060382217	4.123294965657	3.71275525898286	3.82873442436847	3.82678017013727	3.83374690171755	3.66276835167055	3.81693856890675	3.71259717153011	4.00166230325375	3.93549259552296
PPARA	3.81803282561428	3.85228571637132	3.82093187611658	3.86893916667885	3.84348416167613	3.90087297270611	3.83578557322675	3.84819758009411	3.97979864336382	3.87418938557595	3.8240040931062	3.85016886651163	3.92615127215595	3.84717563569368	3.84833614546022	3.86967278688333	3.85974686834553	3.89934297078908	3.87716304712901	3.87042354473063	3.88027053698739	3.86905930822359	3.84264151056407	3.82572515601126	3.86553920550102	3.84764637503973	3.85215905608482	3.8427316767573	3.82251445380668	3.82582075035352	3.84955556552149	3.84413526553244	4.04512693866672	3.84214375953724	3.89778315791508	3.80896861284182	3.9238337603685	3.83179858562387	3.86644882162491	3.85124115245182	3.85303323861337	3.8419233188305	3.90793504057244	3.8175307422884	3.92818859055875	3.87205888206071
ZNF727	3.16841222250505	3.48749988805699	3.4586805306854	3.52542336120888	3.24857412855064	3.50457714827447	3.33052766743092	3.42380762205305	3.39284573754839	3.47171593712378	3.69347339682704	3.49048411091227	3.09419273023033	3.43342096592597	3.68444966174564	3.65954558820402	3.33160342696131	3.26240699283559	3.46833553429487	3.52211831992933	2.85681087612706	3.58792143995071	3.25355649080804	3.61007972309182	3.58557129343431	3.393014563788	3.40809167521316	3.50549696253995	3.74097215994756	3.60802154074607	3.35244444229773	3.4246372664544	3.19046720142786	3.4376287649122	3.37921332246844	3.27920750631434	3.45517013881163	3.2919310001196	3.41680364787904	2.89665771628267	3.80167959279387	3.34454186210338	3.13442449821402	3.47754759366182	2.74970183324163	3.62149808623156
DLX4	3.30860750350232	3.19168982965355	3.16354439913774	3.44590196916124	2.98479431096119	3.19336342089685	3.18040567417862	3.64971221111038	3.46833553429487	3.73241911432283	3.8046659050959	3.42584373472448	3.40128075099133	2.97691051971644	3.16544819701323	3.19704864717087	3.25480200680337	3.41748058977601	3.3367427241137	3.48873712743372	3.64665429178607	3.0740647541757	2.98735678440428	2.20717014930704	3.58894857968971	3.26661662408198	3.69889414258156	3.42221120169237	3.4079152033527	3.36678253923673	3.60004416548323	3.4362407880539	3.59254951856097	3.39231736933034	3.43952984030549	2.96598778605837	3.55253299608896	3.12005306714328	3.45883329118274	3.53414461303436	3.61742526138571	3.48626961439148	2.67008824564806	3.52722468160895	3.13921608710731	3.57156611291478
GTF3A	4.29921381942032	4.17701910932386	4.18556132928241	4.17746758819307	4.2175128855146	4.09278317244179	4.17799486751438	4.17671736351306	4.25751884891825	4.18467350775187	4.15354633788747	4.17936096985597	4.16418669407078	4.12950109629826	4.10586925692909	4.21810312093939	4.21565129672366	4.23326293103282	4.18367919054657	4.22540080653939	4.16335858117763	4.16680613124379	4.12768833391549	4.199900150891	4.15138385863225	4.1647388400769	4.176631007733	4.16342148878952	4.15288837616466	4.16513622172337	4.19750557645581	4.20690507179422	4.25507261687851	4.1799876959285	4.20826763839148	4.10619435058358	4.21133185851009	4.1613211557862	4.20700913525406	4.21965733953084	4.1721263411416	4.19415535742766	4.17944875738354	4.20434269004443	4.23426515526223	4.15550482766065
MTA1	4.13672774333779	4.18269454100057	4.14800169558502	4.09413602569646	4.1342513177839	4.10315755640181	4.12651566426441	4.01126324003859	4.00712086351177	4.03485347230389	4.17248151669616	4.09203811847561	4.08204783901846	4.17076984534452	4.12374160823773	4.18572225575043	4.08342955484	4.09153786276882	4.11346172504422	4.10663718264416	4.04073845952373	4.17647860888179	4.14677069565724	4.15477687245207	4.11487959948273	4.1121699816899	4.11038215271524	4.12261728978028	4.12489244753908	4.07624968347646	4.1130576405679	4.12768833391549	3.96927757816227	4.20319160544019	4.09503365538467	4.11847525073164	4.01851408293709	4.21338011966537	4.12460413768785	4.15453044079759	4.09779992197071	4.20270449551665	4.12222900008925	4.12271653004117	4.04734535623576	4.10050778507161
AHR	3.81357054431285	3.79136074818641	4.03121747886266	4.02130738959345	3.96374237030516	3.97745898445899	3.95424569420291	4.03443858367565	3.91567223439247	3.97003295687799	4.26736067452453	4.14086869873472	3.88901303291908	3.961873453348	4.04820343608627	4.05048708949778	3.82182960892335	4.03714311432171	4.13524760867497	4.0001415252287	3.85483871331779	4.00037751065883	3.97048819658856	3.97914072882088	4.0282788957207	4.10022253978949	3.93147073884076	4.01279769272645	4.00885520561603	4.15957553088838	3.9908690065993	4.01279769272645	3.94340747344447	3.85475896083124	3.95867960948007	3.88600380569824	4.07050762472162	3.76920083226104	3.88255052171582	3.9096840226037	4.05587662850137	3.78042666881812	3.90580916004943	3.98596551709925	3.85697224686839	4.07476473458234
ZNF625	3.61501116584813	3.72893501475583	3.6291761060114	3.63841387752249	3.76537390384473	3.70421908010933	3.72140682020965	3.48556382207825	3.45227751154836	3.58557129343431	3.66169927468406	3.66956663540936	3.60302913595009	3.70693476646324	3.79787990614708	3.81738712610392	3.53312081848969	3.53056796020787	3.70505866499388	3.72006118184452	3.26356877848112	3.77292587526597	3.79435676143284	3.66637595031682	3.73337883096783	3.77353567012863	3.46219213915003	3.75870071384217	3.70067961704774	3.68934216920623	3.62276508179125	3.77003955950219	3.3329467966708	3.81481338608745	3.55809440043767	3.83673550392759	3.43923608874798	3.80430004819923	3.7837787950347	3.68249759050074	3.73626441701839	3.8215969385191	3.73831097739436	3.69277344709114	3.74519052027335	3.71910387677839
CSDA	4.28197578235179	4.18318884512613	4.14823944701787	4.20434269004443	4.23283716719515	4.2319922733864	4.23901203226762	4.1875115771404	4.48243116131656	4.24961857757555	4.09911522111356	4.3009638256879	4.21083208692932	4.09783925306072	4.20700913525406	4.17551401875919	4.17092482408762	4.33838014818418	4.20774106027172	4.23645550451659	4.22298033900299	4.21127683800414	4.17020694679258	4.27503536011223	4.27762433119196	4.22591951487926	4.28410869600043	4.17544396336105	4.24537021583849	4.23426515526223	4.14540416004857	4.14706094454823	4.45238006463499	4.26372776268751	4.17006766370327	4.34092902270617	4.23735458564621	4.14255733544286	4.10030133984817	4.16680613124379	4.13693396665378	4.19696369211538	4.25926264752252	4.23426515526223	4.29571152524503	4.16651055237912
ISL1	3.55421166126285	2.59334352482094	3.40945770727142	2.57028801259332	3.27948781477956	3.02340878638176	2.44614229033636	3.31739712005954	3.52340571175265	3.65659769841667	2.5522035312029	2.07376457297476	2.93807648127064	3.3329467966708	3.23882498978825	2.82713442045418	3.0226411608842	3.47187133333074	2.98396193434175	3.33696974100851	3.29503479977239	3.04740963609623	3.29927568053536	3.138702182467	3.18446827581082	2.94306786787695	3.56209932974524	3.48005220113965	3.56246199906961	2.11011882985077	3.74162842837216	3.27048285613444	3.61220686283922	3.33429894607105	2.32296683580377	2.7787228395816	3.27080422658163	2.58172326675516	2.65636846888186	3.58686062841729	2.73672791994053	2.62603676960206	3.78060664886352	3.27920750631434	3.32024134416303	3.17955646610611
ZBTB45	3.9912290450282	4.04183347280412	3.85575289286127	3.90306794814697	3.89094210691159	3.94334564303979	3.94462244637699	3.89356703921018	3.9115504068241	3.87476838333869	3.91093914618692	3.88769582250147	3.98340213095667	3.91222741509	3.90796996529787	3.86028424835045	3.88090753551694	3.89238784459732	3.86336356351874	3.9077998661019	3.86003551076429	3.92432012065293	3.83347179639782	4.00342617792761	3.88769582250147	3.90550316760236	3.88607474976301	3.91939664746998	3.91346244025068	3.88593163352423	3.89475625857376	3.97932309293795	3.92677061536061	3.99521675190049	3.97838477821927	3.93220752639012	3.70649716837648	3.97727558285911	3.94202185915638	3.91059896795039	3.88765756585464	3.98131818434919	3.96124468245808	3.90580916004943	3.98128969626829	3.89724429450978
ZNF45	3.93102006900313	3.86589324082432	3.84764637503973	3.85629467541198	3.85033359141216	3.91349637273216	3.9086914151189	3.89582725806388	3.84773005482809	3.89678354883612	3.88648998919854	3.86380254869004	3.84734816489997	3.9558507395728	3.88883126117867	3.88508100853453	3.88105585397845	3.77237090302719	3.87259802696833	3.86712766567613	3.89011105641084	3.85232521014569	3.93185455447157	3.90543266054207	3.89170860570061	3.8804988102236	3.8560506409197	3.89759763718002	3.87314033925077	3.86347709266041	3.84778055861325	3.86525179250635	3.86360038330677	3.9313766220901	3.87021159638338	3.90862551733924	3.74803717087919	3.90119455531248	3.80027319776801	3.84281983280564	3.86697051905139	3.96010915094061	3.86791631030036	3.91480544244177	3.89515549316244	3.89148471064196
ZNF479	2.48360635560536	2.76296817869055	2.33106822146694	2.28760849866427	2.26165834414919	2.13153328627804	2.6337939438464	2.35995201340281	3.11935702904299	3.15086016954121	2.72661086536815	2.26165834414919	3.12737667937189	2.19505341572672	1.92834222122532	2.89768461121053	3.14022399928358	2.78450840648961	2.42095242771914	2.66734579498194	2.82067436776711	2.21889810099383	2.3284159888766	2.23391013900533	2.23031266601404	2.08050669497528	2.35995201340281	2.40841014102783	2.42932021206732	2.23735516498008	2.38984260005912	2.32296683580377	3.25877515821237	2.38050015423977	2.43570301732954	2.24445518368795	3.44797603887442	2.15590614636884	2.90541490879914	2.61146241948277	2.18684056542402	1.91736720179275	1.97745278080259	2.30538506480026	2.69858530715486	2.39462895895549
g1	-0.0969706557833586	1.69042323164532	-0.46442876812562	-0.0519288683307856	-0.141647133970338	-0.0338933600100505	0.376212036013489	0.553220996348422	-0.0391447342492607	-2.71588723971907	0.936705946185736	-0.921173803136576	-0.152627418288378	1.44464387634927	-1.73403187790094	0.320234513145661	0.206515660795004	0.954655832311088	-1.48648437166527	-0.456804344827204	1.5030906141156	-0.704185261366773	1.30133127755416	0.922793834598987	-0.125327760613148	0.879890971246408	0.518437642177608	0.180557528010246	-1.64412333361134	0.93859920811521	0.281217512895367	-0.476925561843695	0.316269767018842	-0.514308053564185	1.92226718843902	-1.35523948665229	1.17503006463954	-0.0266872250938923	-0.39307083016649	0.397171553759735	-0.680918936344598	-1.3573275511324	-1.25411585774692	0.248084069053208	0.856941367134356	-1.0970422574097
g2	-0.0464645239945536	0.142792779955362	-0.374316391627473	0.378502715391236	1.2909317068846	0.546307558720643	1.01592844280372	-0.325038478525861	0.428894470067224	-0.615581260935659	2.17271193034248	-0.249547758850733	-3.06259816366254	1.26754784761116	-0.755870928524705	-0.434637701592181	1.29291559057399	-0.399922192093281	-0.388181465401948	0.128077617380042	-0.17911183813308	-0.223550900776061	1.62585691536074	-0.131082654610039	0.920735744775007	0.318314142072956	-0.359675176719571	-0.604776902621411	-1.79321481951769	0.655510625827174	-1.24308741115606	-1.41997691392845	0.145484293492208	-0.321451660725893	-0.67296577971203	1.11372153897679	-0.650559432308442	1.93084714703643	-0.431398664737667	-0.635109983385328	0.584123691835852	-1.02208126081403	0.343073733000048	1.01406325188239	0.389351715141186	-1.36549119477656
g3	0.224109281744903	0.184501672450188	0.953205022439933	1.25131982898553	1.18377735807326	-0.185057422258437	0.537952366281554	-0.983928942361483	0.161850946325637	-1.34887360849095	2.13344356495284	-0.430960835233418	-0.569983425239295	1.36740805129497	0.690101117164667	-2.006739583023	0.391396639103245	-1.7164365519312	-1.17952350210574	-0.201866437041902	-0.232772830951574	-0.0169353319721566	-0.085932405853081	1.17383494769257	1.42720511126039	-0.477270394655666	0.193389856961797	0.591890209549936	-1.34836301694608	0.113387069767591	-1.30703479078201	0.414356443356078	1.75327212804694	0.0300039894766385	0.657741294194852	-1.36389298629167	-1.34341450646866	0.828705815401178	-0.598178208488149	-0.911104907517291	0.56264681791785	-0.441578681477102	0.0200951071690324	-1.68539453377843	0.310217858448018	1.27943040480768
g4	1.28890351368964	-0.100765645265431	1.35760801807905	-1.0959957527662	-0.0227237561828496	-0.0834470008429822	-0.101197795123884	-0.955117383386748	0.576068096632032	-1.17973164814573	0.824234585105132	-0.570983536056432	-0.0705107721868724	1.03059460601122	-0.965435668815048	-0.0661874890467235	2.54030547281395	-0.46982695407647	-1.92544738527708	-0.798543958857763	-1.20646094639219	0.164390174863802	0.769488106437582	1.33148970368404	-0.455501581719233	-0.331766616374801	0.460879356413018	1.12966801666309	-0.974174863691879	0.549847460800732	-0.142941030924071	-0.838387676195854	-1.62596864143802	0.818538780667222	0.510610553668403	-0.0395161532885705	1.01583628141316	1.23050989930335	-2.38529932859296	-0.253622799848169	0.021201820294436	1.32860055394619	-0.625542636654928	-0.266507808166525	-0.617476724830684	1.22030655366205
g5	0.479460134305218	1.02242622214796	-0.883722563485892	1.18760493025598	0.252119484079843	1.41989844806462	-1.49052093240716	0.513456164443599	0.834339563146685	-1.42737134917299	-0.229038746008682	-0.709436925475238	0.131377757964299	1.55372834323338	0.759036808759026	-0.708986053034887	0.817837673680327	0.240774548570385	-0.195417843387823	-0.227543510803626	-0.742616557133024	0.298373919621115	1.68872377812305	0.688004996893535	-0.891189097144221	0.369562750963311	-0.652081305388718	-0.671139154884018	-2.16848863915063	0.270027643942754	-1.41708470712984	0.474750513167769	0.24570804090701	1.23506190128387	0.882664632768485	0.37535723816726	0.753547443540706	0.0608928683958727	0.849871675552556	-0.271319734026569	0.232188832484033	1.04066380363275	-0.201783670894703	-1.59505635588521	-1.79834484771444	-2.39631812496773
g6	0.796582390991147	1.16773270996157	0.331445332216478	0.750973242916811	1.48097080210899	-1.00087233076201	-0.727483939937272	0.0198879563522492	0.956783340479516	-1.32865557986534	1.32165991826644	0.146977031713613	1.17717770867439	-0.398902099229674	-0.74529024413924	-0.241449180713585	1.81603053819376	-2.20514361771555	-1.07354444581099	0.105467605068169	-1.54839781139025	-0.616349302186929	0.534446827734813	0.893613433096467	0.456021153735149	0.777184682969069	0.11395286929394	-0.100542540574103	-1.38116929655501	-0.631020654837457	0.739901981792311	-1.09603399806203	0.891490007879207	-0.780378595642237	-0.0444975254044302	-0.652355950298517	0.343080462696445	-0.149152629612489	0.288256385325426	-2.50195649257499	-0.201110930761251	2.06870258129131	-0.271260793184576	0.386637843669489	0.791397809349429	-0.660806656518266
